date,SELIC,IMA_B5,RDMercado,CreditoTrad,CredEstrut,AcoesBR,AcoesEXT,Multimerc
2020-01-02,100.13761554860372,99.99256849150143,100.62477393411467,100.73998527567531,100.2489020210156,100.15777115954121,101.83497860707655,100.64556089481249
2020-01-03,100.09249216705358,100.31837261344474,100.39090828635904,100.5719293390165,100.35881878653026,97.22826546066898,98.75233738045505,100.01257089090292
2020-01-06,99.94470841416822,100.4506392298066,99.64064533669806,99.90449980050994,100.79588030906264,96.39574388074479,98.42522049131577,99.1580605338046
2020-01-07,99.88553081759824,100.50026485914864,98.66325085475432,99.97624513515319,100.4557425748233,95.0141706488695,96.97206932742853,99.951798199942
2020-01-08,99.92659226619273,99.87081508205694,99.0931849561108,99.44927441453628,100.30590161197384,93.07714463851177,95.11825680716224,99.82460569238329
2020-01-09,100.1098334418407,100.07901783607724,99.16260753628458,99.4608679307739,99.65923974766065,92.05932137769446,94.23001252398736,100.30229125540397
2020-01-10,100.21860029838274,99.04970025146272,98.96656216357768,99.19822204760634,99.04924371303905,92.92626865540119,95.75273997495283,100.92318834519473
2020-01-13,100.10346879682506,98.81213334596698,99.12716762886814,99.5238864189528,98.91553421900402,92.97378958077874,94.72130738324303,100.24937283405633
2020-01-14,100.30107135772998,99.75852115650203,99.61902781889513,100.21349223358934,99.60645573983439,92.20217955549002,94.69355899839205,101.18158171570532
2020-01-15,100.33806952453037,100.76397482897406,97.87067625610001,100.6006141546268,99.83856704484566,89.75417103954909,93.13271825257566,99.89657504380989
2020-01-16,100.34021347998731,100.99943622284226,99.29778344806478,100.5413978574396,99.61087217980133,90.58078911267032,94.81605988318552,100.29815278836969
2020-01-17,100.28357289817382,101.30426554504048,99.54405657083113,100.98522039228408,99.52115008436142,90.3511512433642,94.33171348899995,99.5335439266582
2020-01-20,100.383517407679,101.52973121110284,99.70714506270525,100.99336078922947,98.91244585337708,89.9033108060842,93.83562180131716,99.07747767304215
2020-01-21,100.39673944928933,101.80235295985247,101.54766382973807,101.25636396112611,99.36980247627739,91.61294640858573,93.10467032316528,99.24728748027766
2020-01-22,100.45200622741979,103.41489435514887,102.23227762260008,101.70773635680246,99.89196834112684,90.36491238281937,93.69396365311606,99.7427698631666
2020-01-23,100.64620850293882,102.94039422388461,103.33332862221714,101.24204650967827,100.05897748089652,94.52701098334514,94.84951005552666,99.82020316809603
2020-01-24,100.70911505668896,102.66035661172901,101.82043179960549,101.16192814705339,99.3453686647786,93.70456448471802,93.25387967695,100.44474528157986
2020-01-27,100.60405961965088,102.41134969467964,102.42256714753519,100.6253167589063,99.27599233448095,96.44270522980447,93.07201021176928,100.68799260085149
2020-01-28,100.69742729411766,102.96919535323327,101.6359762800777,100.16903135781135,99.41849770172642,96.00106573582413,92.97391581496383,100.84656486376258
2020-01-29,100.61200989415416,103.08473029753165,101.95846265286843,99.88975164489253,100.29498126640696,97.18283875204101,92.42887983487068,101.2815970394824
2020-01-30,100.47070233084179,103.5287981766684,103.22204573290831,99.65552277605019,100.88336417606855,99.26240311820959,94.43921747649384,102.63235713222485
2020-01-31,100.46796634859993,103.05275442414785,102.19169581563108,99.19503879279455,100.5100724329284,98.91203922843627,94.46543883731081,103.00898552740962
2020-02-03,100.51430071949396,104.02420270410826,102.47851096056178,100.49080108779236,101.53954941142473,97.54571565073776,92.66771148861952,103.25896145149439
2020-02-04,100.51572833093263,104.49892566639257,103.17096756905816,100.59055863876193,101.31874425652285,96.0883529809106,91.81663126940639,103.64598459580677
2020-02-05,100.60030838737836,103.74520275680896,102.98758166758597,100.67585137524779,100.7849182128175,96.24861595610473,91.97084523910196,103.03930939961728
2020-02-06,100.71230487279696,104.17645036982731,104.25002422714027,101.32342567976944,100.55978927471836,96.00233876983603,92.58079550385263,103.47013537008414
2020-02-07,100.85439491757522,106.79227274917066,106.18010082056696,102.38727306505369,102.10004951456202,98.11032664828066,93.1739934530365,104.3419184494371
2020-02-10,100.75117343624285,106.59086798999036,105.61853968494282,102.31468307109373,103.17148432722803,95.13177511110958,92.63320563025276,103.27109213839537
2020-02-11,100.70530588039523,107.30245201751825,106.05086821561281,101.98991672142925,102.86271290659069,96.53303177217144,92.59449145741947,103.49152602445464
2020-02-12,100.75795131258047,106.9064087578937,107.91069110602167,102.35980753167433,102.0929267389058,98.71956023683862,93.26258618247638,104.21367810952819
2020-02-13,100.65108213058475,106.7839646581107,108.3241281341828,102.69014176573094,101.63470501974878,98.76283523422858,92.92262642496702,103.85969834987168
2020-02-14,101.03154616022367,107.26642690488595,107.49270242068485,103.28104355588562,102.9971651076446,98.95030204586183,91.13984560390108,103.63130432005372
2020-02-17,101.31794587141867,106.95656608282214,107.8513422008329,103.73539956962108,102.7182418936615,99.0465596711954,88.11985143964279,102.94966007313913
2020-02-18,101.31381208176562,106.13695300131386,109.00857526326972,103.10407957055818,102.2330913992801,100.8086124755704,90.61736736007101,102.4298305784346
2020-02-19,101.58109358430953,106.29418171583924,108.24078621890271,103.40772950213568,102.4528756844213,98.91265156286902,89.73693032352405,102.11981405192962
2020-02-20,101.64724801999441,106.77876888392288,110.06616741200519,103.12743657079734,103.7037543302243,97.95591722037086,89.70133265193886,102.51738588174626
2020-02-21,101.7456426438255,106.42748153872712,109.7263970363072,102.90547118724365,103.25461707505133,98.93723791128917,90.41274529002989,102.2381544366232
2020-02-24,101.9632639610139,106.75593356547589,110.7732827821499,103.40263707647586,103.20622439145212,98.90953020112674,91.27214606966987,102.74779694102357
2020-02-25,102.00375219201301,106.86578223303003,112.1247405439075,103.29151981222873,103.60107271301085,100.00982215974685,91.8326181942588,103.53751195690752
2020-02-26,102.20759570935265,107.52654311911643,113.86492900518776,103.62002592724066,104.37867498681143,100.99666452895406,92.82714859567506,103.7578346793844
2020-02-27,102.27096495061035,107.97001631072433,113.32426892932945,104.57428086462097,104.27861249369377,98.42910447630851,92.7067219765066,104.12096452550126
2020-02-28,102.43636675238021,108.49175523242647,113.66127731026043,104.38341824607902,104.4015473003166,97.6670338149761,93.44960034675539,104.10849682442982
2020-03-02,102.3213405260243,108.22473940127757,113.9249846322814,104.07976553555179,103.84708705636795,98.53518270856644,94.22041460978211,103.90877327874965
2020-03-03,102.27493085096671,108.3674313431929,112.56304571935571,103.40734966664836,103.15276067325915,97.12074564272777,93.78046523821915,104.53331278599738
2020-03-04,102.48556096079919,108.38171007348795,112.63132822217659,103.10547157747278,103.07666225920636,96.74924011051111,94.02320142696294,104.10509488306829
2020-03-05,102.63098657842555,109.50975719755209,113.18602963092177,103.55227000544431,103.87441617237351,96.36253872066709,94.06457283967043,104.23571797559808
2020-03-06,102.69475032094901,109.02846526177407,112.99493207146574,103.72172784800323,104.61155018716248,97.61748993840102,96.75834776896097,104.12210264190801
2020-03-09,102.90909626111824,109.2777276944427,115.42117785986703,103.68939931262993,104.45128876236647,98.96066993962131,95.6954144291477,103.96486234740271
2020-03-10,102.80643208940123,109.33640595491138,115.79823226966252,104.47666135604725,105.29426330634996,98.46999252862946,94.60842119046417,104.24509783870688
2020-03-11,102.59502289057303,110.4878935915778,117.60925648259884,104.46968525675813,104.75212275590478,102.16869232787798,96.30804387195069,105.31859017302435
2020-03-12,102.33100892866949,109.94539496337785,117.26832562380274,104.2746463212161,104.3178753887129,103.19450038053269,95.68547779354279,105.20400264275803
2020-03-13,102.39896344233892,110.34578742802243,118.2726026325704,103.96466342552482,103.58851560768372,106.12410982363141,97.39823505064844,105.08811824480063
2020-03-16,102.74441529634557,110.62239509542475,119.78867532079731,104.30484446138601,105.00093034086122,110.08102448678126,98.8671177806784,106.14017876311075
2020-03-17,102.91471683811686,111.67287773629728,119.42246664193637,104.81501834155115,105.93623492936459,106.53756537251667,96.08177590533914,104.75247249377573
2020-03-18,102.90724312120642,112.18011048056522,121.32426658068718,105.04551996265023,107.1439385148615,106.21958645729836,94.63267646236109,104.76106749821082
2020-03-19,103.02692415966719,112.23360405585285,119.21463076767505,104.95149413387124,106.28902147908852,105.14538639718471,94.15101448627279,104.09557989117002
2020-03-20,102.97185973262708,111.4769034065058,118.74410393995443,105.20627609140017,105.71326158313568,105.66523817538078,93.77511291388427,103.64809501640823
2020-03-23,102.99598264178087,110.78441669650555,117.81754336347039,104.56181734116478,106.3227084405063,105.14872644892819,92.88018938423484,103.65688438580925
2020-03-24,103.01907980161991,110.65543812537,118.41896362875737,104.92610297698235,106.23154872040705,104.86881352048843,92.63419539924026,102.4274805423736
2020-03-25,102.76936243847629,111.47719390874103,120.56521684610799,104.96426575628996,106.86529700606127,107.57851533650002,97.22034880186484,103.58637771192167
2020-03-26,102.78938040773508,110.83752435429534,118.54423047727344,104.85305084547245,106.16878312154499,103.61346626080862,94.73249341135366,102.54888073251772
2020-03-27,103.16265838250196,111.66105815063862,119.11730714189044,105.83134583414314,106.82930299503377,102.27884233506406,95.65776449055558,103.01593731825997
2020-03-30,103.0055888199717,111.45488787312208,118.06734366451019,105.07884033428259,106.91351512966898,104.52124692687899,95.02888485034046,103.34471032000525
2020-03-31,102.92392840682278,111.08422457361999,117.25139419728323,104.57855753364286,106.62606496400144,102.7884775633493,94.62814537952904,103.14490459180922
2020-04-01,102.92237823730935,110.4682267536082,116.34575840509844,104.76359729274158,106.79641276388796,100.62490840714457,93.76847054758099,103.38768262579161
2020-04-02,102.64297690794785,110.70312634221298,115.74012590107358,104.87736557008525,106.4211431281442,97.65335659476129,90.93761841691979,103.02824043468797
2020-04-03,102.73820571978251,110.14335544568279,116.14259366588387,104.17612903426155,106.08134810364527,96.5748801476943,90.16937384517348,102.9267325084984
2020-04-06,102.61606917591126,109.8254327690124,116.99674063318098,103.89508409757569,106.43494543622336,96.06805563099229,90.80700971114358,103.7629707138136
2020-04-07,102.1824641106722,109.0613899089726,117.07755590109856,103.50960445605722,106.32934086216747,95.91861084697754,91.08184516201028,103.62456159478619
2020-04-08,102.45293143480319,109.38966461950201,117.70896049552087,103.56409092884327,106.25064431648643,95.68240183230279,91.47207019098684,103.49191171697329
2020-04-09,102.55380816453024,110.87833989147144,119.49929549885228,103.81067081335166,107.42319743439121,96.3917902760509,90.02042988913388,103.0610719318114
2020-04-10,102.23649030762184,110.47552656857383,119.2302284309926,104.30335292694643,107.68376595550832,96.12430028447666,90.70330853395807,101.90014436493009
2020-04-13,102.32667991221098,111.06717140782362,118.05525656927823,104.85315220447471,108.11513270330404,94.2698203957502,90.22035428060354,103.06030250437423
2020-04-14,102.40654663186235,111.2934521081881,117.74660387516538,104.55457207757122,108.48599828016796,92.85938103970159,89.71661478876457,102.70962339784955
2020-04-15,102.5440371696807,111.61088402960732,119.06905296340868,104.544862177918,108.53834586389087,92.60973208276152,89.47369848034066,102.97444686720858
2020-04-16,102.73567413629495,111.08636349332426,119.77676875573677,105.19547847310193,109.0185613151061,95.69937150750843,90.04582879728858,102.63615054845181
2020-04-17,102.43561571193811,111.97350086897666,120.9043238894397,105.23530509517252,109.42902266458015,95.24908420360266,92.49099338791635,102.9041880698139
2020-04-20,102.50152807196469,112.5281312677959,121.77252764765187,105.50731278536351,109.30524614418093,96.52482935933794,95.00363213576838,103.96977036676896
2020-04-21,102.85549624955141,112.37508007187833,120.75355437662074,105.55105674808563,109.29632011755163,96.9745243678797,93.24230138707613,104.77166744547716
2020-04-22,102.86968111117983,112.09555629032972,119.55363225523179,104.74835846547985,109.29888250624806,96.27175239038877,91.61070246785086,103.84630246583508
2020-04-23,102.84930819420879,113.26687455503944,119.93775620784064,104.30081588057108,109.24875310813947,96.17941164919344,89.0610353448988,103.6676222515728
2020-04-24,102.84931669948266,113.7703646651293,122.21775414486974,105.00238333758607,109.67723679196813,96.49246549703044,92.0469202618975,104.08366795627435
